peak_order,sample_index,milliseconds,timestamp
13937,2575448,12877240.0,2018-04-17 22:06:47.240000
13938,2575656,12878280.0,2018-04-17 22:06:48.280000
13939,2575864,12879320.0,2018-04-17 22:06:49.320000
13940,2576085,12880425.0,2018-04-17 22:06:50.425000
13941,2576257,12881285.0,2018-04-17 22:06:51.285000
13942,2576464,12882320.0,2018-04-17 22:06:52.320000
13943,2576666,12883330.0,2018-04-17 22:06:53.330000
13944,2576851,12884255.0,2018-04-17 22:06:54.255000
13945,2577032,12885160.0,2018-04-17 22:06:55.160000
13946,2577190,12885950.0,2018-04-17 22:06:55.950000
13947,2577398,12886990.0,2018-04-17 22:06:56.990000
13948,2577591,12887955.0,2018-04-17 22:06:57.955000
13949,2577766,12888830.0,2018-04-17 22:06:58.830000
13950,2577981,12889905.0,2018-04-17 22:06:59.905000
13951,2578156,12890780.0,2018-04-17 22:07:00.780000
13952,2578318,12891590.0,2018-04-17 22:07:01.590000
13953,2578487,12892435.0,2018-04-17 22:07:02.435000
13954,2578640,12893200.0,2018-04-17 22:07:03.200000
13955,2578809,12894045.0,2018-04-17 22:07:04.045000
13956,2578950,12894750.0,2018-04-17 22:07:04.750000
13957,2579174,12895870.0,2018-04-17 22:07:05.870000
13958,2579380,12896900.0,2018-04-17 22:07:06.900000
13959,2579565,12897825.0,2018-04-17 22:07:07.825000
13960,2579726,12898630.0,2018-04-17 22:07:08.630000
13961,2579884,12899420.0,2018-04-17 22:07:09.420000
13962,2580040,12900200.0,2018-04-17 22:07:10.200000
13963,2580192,12900960.0,2018-04-17 22:07:10.960000
13964,2580360,12901800.0,2018-04-17 22:07:11.800000
13965,2580526,12902630.0,2018-04-17 22:07:12.630000
13966,2580724,12903620.0,2018-04-17 22:07:13.620000
13967,2580918,12904590.0,2018-04-17 22:07:14.590000
13968,2581093,12905465.0,2018-04-17 22:07:15.465000
13969,2581329,12906645.0,2018-04-17 22:07:16.645000
13970,2581493,12907465.0,2018-04-17 22:07:17.465000
13971,2581748,12908740.0,2018-04-17 22:07:18.740000
13972,2581936,12909680.0,2018-04-17 22:07:19.680000
13973,2582144,12910720.0,2018-04-17 22:07:20.720000
13974,2582326,12911630.0,2018-04-17 22:07:21.630000
13975,2582523,12912615.0,2018-04-17 22:07:22.615000
13976,2582700,12913500.0,2018-04-17 22:07:23.500000
13977,2582852,12914260.0,2018-04-17 22:07:24.260000
13978,2583012,12915060.0,2018-04-17 22:07:25.060000
13979,2583272,12916360.0,2018-04-17 22:07:26.360000
13980,2583497,12917485.0,2018-04-17 22:07:27.485000
13981,2583708,12918540.0,2018-04-17 22:07:28.540000
13982,2583918,12919590.0,2018-04-17 22:07:29.590000
13983,2584143,12920715.0,2018-04-17 22:07:30.715000
13984,2584296,12921480.0,2018-04-17 22:07:31.480000
13985,2584502,12922510.0,2018-04-17 22:07:32.510000
13986,2584726,12923630.0,2018-04-17 22:07:33.630000
13987,2584960,12924800.0,2018-04-17 22:07:34.800000
13988,2585173,12925865.0,2018-04-17 22:07:35.865000
13989,2585398,12926990.0,2018-04-17 22:07:36.990000
13990,2585646,12928230.0,2018-04-17 22:07:38.230000
13991,2585838,12929190.0,2018-04-17 22:07:39.190000
13992,2586072,12930360.0,2018-04-17 22:07:40.360000
13993,2586284,12931420.0,2018-04-17 22:07:41.420000
13994,2586479,12932395.0,2018-04-17 22:07:42.395000
13995,2586674,12933370.0,2018-04-17 22:07:43.370000
13996,2586809,12934045.0,2018-04-17 22:07:44.045000
13997,2587037,12935185.0,2018-04-17 22:07:45.185000
13998,2587210,12936050.0,2018-04-17 22:07:46.050000
13999,2587374,12936870.0,2018-04-17 22:07:46.870000
14000,2587543,12937715.0,2018-04-17 22:07:47.715000
14001,2587720,12938600.0,2018-04-17 22:07:48.600000
14002,2587911,12939555.0,2018-04-17 22:07:49.555000
14003,2588127,12940635.0,2018-04-17 22:07:50.635000
14004,2588271,12941355.0,2018-04-17 22:07:51.355000
14005,2588427,12942135.0,2018-04-17 22:07:52.135000
14006,2588575,12942875.0,2018-04-17 22:07:52.875000
14007,2588763,12943815.0,2018-04-17 22:07:53.815000
14008,2588970,12944850.0,2018-04-17 22:07:54.850000
14009,2589122,12945610.0,2018-04-17 22:07:55.610000
14010,2589350,12946750.0,2018-04-17 22:07:56.750000
14011,2589509,12947545.0,2018-04-17 22:07:57.545000
14012,2589694,12948470.0,2018-04-17 22:07:58.470000
14013,2589928,12949640.0,2018-04-17 22:07:59.640000
14014,2590110,12950550.0,2018-04-17 22:08:00.550000
14015,2590357,12951785.0,2018-04-17 22:08:01.785000
14016,2590516,12952580.0,2018-04-17 22:08:02.580000
14017,2590690,12953450.0,2018-04-17 22:08:03.450000
14018,2590859,12954295.0,2018-04-17 22:08:04.295000
14019,2591032,12955160.0,2018-04-17 22:08:05.160000
14020,2591231,12956155.0,2018-04-17 22:08:06.155000
14021,2591378,12956890.0,2018-04-17 22:08:06.890000
14022,2591523,12957615.0,2018-04-17 22:08:07.615000
14023,2591758,12958790.0,2018-04-17 22:08:08.790000
14024,2591980,12959900.0,2018-04-17 22:08:09.900000
14025,2592170,12960850.0,2018-04-17 22:08:10.850000
14026,2592344,12961720.0,2018-04-17 22:08:11.720000
14027,2592582,12962910.0,2018-04-17 22:08:12.910000
14028,2592807,12964035.0,2018-04-17 22:08:14.035000
14029,2593000,12965000.0,2018-04-17 22:08:15
14030,2593173,12965865.0,2018-04-17 22:08:15.865000
14031,2593329,12966645.0,2018-04-17 22:08:16.645000
14032,2593527,12967635.0,2018-04-17 22:08:17.635000
14033,2593699,12968495.0,2018-04-17 22:08:18.495000
14034,2593965,12969825.0,2018-04-17 22:08:19.825000
14035,2594139,12970695.0,2018-04-17 22:08:20.695000
14036,2594309,12971545.0,2018-04-17 22:08:21.545000
14037,2594459,12972295.0,2018-04-17 22:08:22.295000
14038,2594655,12973275.0,2018-04-17 22:08:23.275000
14039,2594789,12973945.0,2018-04-17 22:08:23.945000
14040,2594980,12974900.0,2018-04-17 22:08:24.900000
14041,2595216,12976080.0,2018-04-17 22:08:26.080000
14042,2595386,12976930.0,2018-04-17 22:08:26.930000
14043,2595627,12978135.0,2018-04-17 22:08:28.135000
14044,2595856,12979280.0,2018-04-17 22:08:29.280000
14045,2596045,12980225.0,2018-04-17 22:08:30.225000
14046,2596219,12981095.0,2018-04-17 22:08:31.095000
14047,2596364,12981820.0,2018-04-17 22:08:31.820000
14048,2596542,12982710.0,2018-04-17 22:08:32.710000
14049,2596752,12983760.0,2018-04-17 22:08:33.760000
14050,2596909,12984545.0,2018-04-17 22:08:34.545000
14051,2597071,12985355.0,2018-04-17 22:08:35.355000
14052,2597243,12986215.0,2018-04-17 22:08:36.215000
14053,2597425,12987125.0,2018-04-17 22:08:37.125000
14054,2597641,12988205.0,2018-04-17 22:08:38.205000
14055,2597847,12989235.0,2018-04-17 22:08:39.235000
14056,2598065,12990325.0,2018-04-17 22:08:40.325000
14057,2598254,12991270.0,2018-04-17 22:08:41.270000
14058,2598497,12992485.0,2018-04-17 22:08:42.485000
14059,2598796,12993980.0,2018-04-17 22:08:43.980000
14060,2598997,12994985.0,2018-04-17 22:08:44.985000
14061,2599218,12996090.0,2018-04-17 22:08:46.090000
14062,2599399,12996995.0,2018-04-17 22:08:46.995000
14063,2599621,12998105.0,2018-04-17 22:08:48.105000
14064,2599831,12999155.0,2018-04-17 22:08:49.155000
14065,2600064,13000320.0,2018-04-17 22:08:50.320000
14066,2600203,13001015.0,2018-04-17 22:08:51.015000
14067,2600362,13001810.0,2018-04-17 22:08:51.810000
14068,2600516,13002580.0,2018-04-17 22:08:52.580000
14069,2600768,13003840.0,2018-04-17 22:08:53.840000
14070,2600932,13004660.0,2018-04-17 22:08:54.660000
14071,2601091,13005455.0,2018-04-17 22:08:55.455000
14072,2601292,13006460.0,2018-04-17 22:08:56.460000
14073,2601475,13007375.0,2018-04-17 22:08:57.375000
14074,2601634,13008170.0,2018-04-17 22:08:58.170000
14075,2601800,13009000.0,2018-04-17 22:08:59
14076,2602006,13010030.0,2018-04-17 22:09:00.030000
14077,2602221,13011105.0,2018-04-17 22:09:01.105000
14078,2602381,13011905.0,2018-04-17 22:09:01.905000
14079,2602546,13012730.0,2018-04-17 22:09:02.730000
14080,2602685,13013425.0,2018-04-17 22:09:03.425000
14081,2602915,13014575.0,2018-04-17 22:09:04.575000
14082,2603084,13015420.0,2018-04-17 22:09:05.420000
14083,2603296,13016480.0,2018-04-17 22:09:06.480000
14084,2603527,13017635.0,2018-04-17 22:09:07.635000
14085,2603739,13018695.0,2018-04-17 22:09:08.695000
14086,2603930,13019650.0,2018-04-17 22:09:09.650000
14087,2604113,13020565.0,2018-04-17 22:09:10.565000
14088,2604280,13021400.0,2018-04-17 22:09:11.400000
14089,2604449,13022245.0,2018-04-17 22:09:12.245000
14090,2604696,13023480.0,2018-04-17 22:09:13.480000
14091,2604842,13024210.0,2018-04-17 22:09:14.210000
14092,2605022,13025110.0,2018-04-17 22:09:15.110000
14093,2605205,13026025.0,2018-04-17 22:09:16.025000
14094,2605431,13027155.0,2018-04-17 22:09:17.155000
14095,2605616,13028080.0,2018-04-17 22:09:18.080000
14096,2605799,13028995.0,2018-04-17 22:09:18.995000
14097,2605987,13029935.0,2018-04-17 22:09:19.935000
14098,2606203,13031015.0,2018-04-17 22:09:21.015000
14099,2606396,13031980.0,2018-04-17 22:09:21.980000
14100,2606607,13033035.0,2018-04-17 22:09:23.035000
14101,2606800,13034000.0,2018-04-17 22:09:24
14102,2606987,13034935.0,2018-04-17 22:09:24.935000
14103,2607139,13035695.0,2018-04-17 22:09:25.695000
14104,2607302,13036510.0,2018-04-17 22:09:26.510000
14105,2607552,13037760.0,2018-04-17 22:09:27.760000
14106,2607788,13038940.0,2018-04-17 22:09:28.940000
14107,2607974,13039870.0,2018-04-17 22:09:29.870000
14108,2608165,13040825.0,2018-04-17 22:09:30.825000
14109,2608401,13042005.0,2018-04-17 22:09:32.005000
14110,2608599,13042995.0,2018-04-17 22:09:32.995000
14111,2608800,13044000.0,2018-04-17 22:09:34
14112,2608936,13044680.0,2018-04-17 22:09:34.680000
14113,2609123,13045615.0,2018-04-17 22:09:35.615000
14114,2609320,13046600.0,2018-04-17 22:09:36.600000
14115,2609516,13047580.0,2018-04-17 22:09:37.580000
14116,2609675,13048375.0,2018-04-17 22:09:38.375000
14117,2609851,13049255.0,2018-04-17 22:09:39.255000
14118,2610007,13050035.0,2018-04-17 22:09:40.035000
14119,2610178,13050890.0,2018-04-17 22:09:40.890000
14120,2610350,13051750.0,2018-04-17 22:09:41.750000
14121,2610519,13052595.0,2018-04-17 22:09:42.595000
14122,2610674,13053370.0,2018-04-17 22:09:43.370000
14123,2610812,13054060.0,2018-04-17 22:09:44.060000
14124,2611025,13055125.0,2018-04-17 22:09:45.125000
14125,2611227,13056135.0,2018-04-17 22:09:46.135000
14126,2611467,13057335.0,2018-04-17 22:09:47.335000
14127,2611654,13058270.0,2018-04-17 22:09:48.270000
14128,2611880,13059400.0,2018-04-17 22:09:49.400000
14129,2612046,13060230.0,2018-04-17 22:09:50.230000
14130,2612203,13061015.0,2018-04-17 22:09:51.015000
14131,2612392,13061960.0,2018-04-17 22:09:51.960000
14132,2612608,13063040.0,2018-04-17 22:09:53.040000
14133,2612799,13063995.0,2018-04-17 22:09:53.995000
14134,2612990,13064950.0,2018-04-17 22:09:54.950000
14135,2613159,13065795.0,2018-04-17 22:09:55.795000
14136,2613363,13066815.0,2018-04-17 22:09:56.815000
14137,2613559,13067795.0,2018-04-17 22:09:57.795000
14138,2613715,13068575.0,2018-04-17 22:09:58.575000
14139,2613870,13069350.0,2018-04-17 22:09:59.350000
14140,2614028,13070140.0,2018-04-17 22:10:00.140000
14141,2614185,13070925.0,2018-04-17 22:10:00.925000
14142,2614384,13071920.0,2018-04-17 22:10:01.920000
14143,2614598,13072990.0,2018-04-17 22:10:02.990000
14144,2614787,13073935.0,2018-04-17 22:10:03.935000
14145,2614936,13074680.0,2018-04-17 22:10:04.680000
14146,2615148,13075740.0,2018-04-17 22:10:05.740000
14147,2615366,13076830.0,2018-04-17 22:10:06.830000
14148,2615562,13077810.0,2018-04-17 22:10:07.810000
14149,2615769,13078845.0,2018-04-17 22:10:08.845000
14150,2615941,13079705.0,2018-04-17 22:10:09.705000
14151,2616090,13080450.0,2018-04-17 22:10:10.450000
14152,2616250,13081250.0,2018-04-17 22:10:11.250000
14153,2616425,13082125.0,2018-04-17 22:10:12.125000
14154,2616553,13082765.0,2018-04-17 22:10:12.765000
14155,2616649,13083245.0,2018-04-17 22:10:13.245000
14156,2616882,13084410.0,2018-04-17 22:10:14.410000
14157,2617075,13085375.0,2018-04-17 22:10:15.375000
14158,2617338,13086690.0,2018-04-17 22:10:16.690000
14159,2617544,13087720.0,2018-04-17 22:10:17.720000
14160,2617705,13088525.0,2018-04-17 22:10:18.525000
14161,2617855,13089275.0,2018-04-17 22:10:19.275000
14162,2618016,13090080.0,2018-04-17 22:10:20.080000
14163,2618184,13090920.0,2018-04-17 22:10:20.920000
14164,2618338,13091690.0,2018-04-17 22:10:21.690000
14165,2618502,13092510.0,2018-04-17 22:10:22.510000
14166,2618692,13093460.0,2018-04-17 22:10:23.460000
14167,2618849,13094245.0,2018-04-17 22:10:24.245000
14168,2619085,13095425.0,2018-04-17 22:10:25.425000
14169,2619319,13096595.0,2018-04-17 22:10:26.595000
14170,2619557,13097785.0,2018-04-17 22:10:27.785000
14171,2619758,13098790.0,2018-04-17 22:10:28.790000
14172,2620016,13100080.0,2018-04-17 22:10:30.080000
14173,2620151,13100755.0,2018-04-17 22:10:30.755000
14174,2620302,13101510.0,2018-04-17 22:10:31.510000
14175,2620458,13102290.0,2018-04-17 22:10:32.290000
14176,2620660,13103300.0,2018-04-17 22:10:33.300000
14177,2620840,13104200.0,2018-04-17 22:10:34.200000
14178,2620975,13104875.0,2018-04-17 22:10:34.875000
14179,2621160,13105800.0,2018-04-17 22:10:35.800000
14180,2621349,13106745.0,2018-04-17 22:10:36.745000
14181,2621545,13107725.0,2018-04-17 22:10:37.725000
14182,2621689,13108445.0,2018-04-17 22:10:38.445000
14183,2621845,13109225.0,2018-04-17 22:10:39.225000
14184,2622000,13110000.0,2018-04-17 22:10:40
14185,2622244,13111220.0,2018-04-17 22:10:41.220000
14186,2622440,13112200.0,2018-04-17 22:10:42.200000
14187,2622633,13113165.0,2018-04-17 22:10:43.165000
14188,2622840,13114200.0,2018-04-17 22:10:44.200000
14189,2623045,13115225.0,2018-04-17 22:10:45.225000
14190,2623243,13116215.0,2018-04-17 22:10:46.215000
14191,2623391,13116955.0,2018-04-17 22:10:46.955000
14192,2623536,13117680.0,2018-04-17 22:10:47.680000
14193,2623676,13118380.0,2018-04-17 22:10:48.380000
14194,2623890,13119450.0,2018-04-17 22:10:49.450000
14195,2624086,13120430.0,2018-04-17 22:10:50.430000
14196,2624281,13121405.0,2018-04-17 22:10:51.405000
14197,2624504,13122520.0,2018-04-17 22:10:52.520000
14198,2624698,13123490.0,2018-04-17 22:10:53.490000
14199,2624905,13124525.0,2018-04-17 22:10:54.525000
14200,2625080,13125400.0,2018-04-17 22:10:55.400000
14201,2625261,13126305.0,2018-04-17 22:10:56.305000
14202,2625499,13127495.0,2018-04-17 22:10:57.495000
14203,2625648,13128240.0,2018-04-17 22:10:58.240000
14204,2625801,13129005.0,2018-04-17 22:10:59.005000
14205,2625943,13129715.0,2018-04-17 22:10:59.715000
14206,2626111,13130555.0,2018-04-17 22:11:00.555000
14207,2626319,13131595.0,2018-04-17 22:11:01.595000
14208,2626530,13132650.0,2018-04-17 22:11:02.650000
14209,2626682,13133410.0,2018-04-17 22:11:03.410000
14210,2626905,13134525.0,2018-04-17 22:11:04.525000
14211,2627110,13135550.0,2018-04-17 22:11:05.550000
14212,2627364,13136820.0,2018-04-17 22:11:06.820000
14213,2627610,13138050.0,2018-04-17 22:11:08.050000
14214,2627863,13139315.0,2018-04-17 22:11:09.315000
14215,2628026,13140130.0,2018-04-17 22:11:10.130000
14216,2628183,13140915.0,2018-04-17 22:11:10.915000
14217,2628337,13141685.0,2018-04-17 22:11:11.685000
14218,2628473,13142365.0,2018-04-17 22:11:12.365000
14219,2628666,13143330.0,2018-04-17 22:11:13.330000
14220,2628842,13144210.0,2018-04-17 22:11:14.210000
14221,2629080,13145400.0,2018-04-17 22:11:15.400000
14222,2629232,13146160.0,2018-04-17 22:11:16.160000
14223,2629446,13147230.0,2018-04-17 22:11:17.230000
14224,2629703,13148515.0,2018-04-17 22:11:18.515000
14225,2629902,13149510.0,2018-04-17 22:11:19.510000
14226,2630119,13150595.0,2018-04-17 22:11:20.595000
14227,2630265,13151325.0,2018-04-17 22:11:21.325000
14228,2630429,13152145.0,2018-04-17 22:11:22.145000
14229,2630571,13152855.0,2018-04-17 22:11:22.855000
14230,2630800,13154000.0,2018-04-17 22:11:24
14231,2631037,13155185.0,2018-04-17 22:11:25.185000
14232,2631204,13156020.0,2018-04-17 22:11:26.020000
14233,2631425,13157125.0,2018-04-17 22:11:27.125000
14234,2631737,13158685.0,2018-04-17 22:11:28.685000
14235,2631969,13159845.0,2018-04-17 22:11:29.845000
14236,2632201,13161005.0,2018-04-17 22:11:31.005000
14237,2632417,13162085.0,2018-04-17 22:11:32.085000
14238,2632609,13163045.0,2018-04-17 22:11:33.045000
14239,2632810,13164050.0,2018-04-17 22:11:34.050000
14240,2632956,13164780.0,2018-04-17 22:11:34.780000
14241,2633135,13165675.0,2018-04-17 22:11:35.675000
14242,2633344,13166720.0,2018-04-17 22:11:36.720000
14243,2633532,13167660.0,2018-04-17 22:11:37.660000
14244,2633745,13168725.0,2018-04-17 22:11:38.725000
14245,2633949,13169745.0,2018-04-17 22:11:39.745000
14246,2634100,13170500.0,2018-04-17 22:11:40.500000
14247,2634243,13171215.0,2018-04-17 22:11:41.215000
14248,2634385,13171925.0,2018-04-17 22:11:41.925000
14249,2634615,13173075.0,2018-04-17 22:11:43.075000
14250,2634771,13173855.0,2018-04-17 22:11:43.855000
14251,2634929,13174645.0,2018-04-17 22:11:44.645000
14252,2635069,13175345.0,2018-04-17 22:11:45.345000
14253,2635290,13176450.0,2018-04-17 22:11:46.450000
14254,2635443,13177215.0,2018-04-17 22:11:47.215000
14255,2635580,13177900.0,2018-04-17 22:11:47.900000
14256,2635834,13179170.0,2018-04-17 22:11:49.170000
14257,2636022,13180110.0,2018-04-17 22:11:50.110000
14258,2636213,13181065.0,2018-04-17 22:11:51.065000
14259,2636406,13182030.0,2018-04-17 22:11:52.030000
14260,2636546,13182730.0,2018-04-17 22:11:52.730000
14261,2636780,13183900.0,2018-04-17 22:11:53.900000
14262,2636991,13184955.0,2018-04-17 22:11:54.955000
14263,2637152,13185760.0,2018-04-17 22:11:55.760000
14264,2637335,13186675.0,2018-04-17 22:11:56.675000
14265,2637471,13187355.0,2018-04-17 22:11:57.355000
14266,2637677,13188385.0,2018-04-17 22:11:58.385000
14267,2637863,13189315.0,2018-04-17 22:11:59.315000
14268,2638093,13190465.0,2018-04-17 22:12:00.465000
14269,2638257,13191285.0,2018-04-17 22:12:01.285000
14270,2638465,13192325.0,2018-04-17 22:12:02.325000
14271,2638610,13193050.0,2018-04-17 22:12:03.050000
14272,2638745,13193725.0,2018-04-17 22:12:03.725000
14273,2638931,13194655.0,2018-04-17 22:12:04.655000
14274,2639167,13195835.0,2018-04-17 22:12:05.835000
14275,2639353,13196765.0,2018-04-17 22:12:06.765000
14276,2639574,13197870.0,2018-04-17 22:12:07.870000
14277,2639777,13198885.0,2018-04-17 22:12:08.885000
14278,2639984,13199920.0,2018-04-17 22:12:09.920000
14279,2640180,13200900.0,2018-04-17 22:12:10.900000
14280,2640395,13201975.0,2018-04-17 22:12:11.975000
14281,2640648,13203240.0,2018-04-17 22:12:13.240000
14282,2640936,13204680.0,2018-04-17 22:12:14.680000
14283,2641087,13205435.0,2018-04-17 22:12:15.435000
14284,2641242,13206210.0,2018-04-17 22:12:16.210000
14285,2641399,13206995.0,2018-04-17 22:12:16.995000
14286,2641610,13208050.0,2018-04-17 22:12:18.050000
14287,2641787,13208935.0,2018-04-17 22:12:18.935000
14288,2642049,13210245.0,2018-04-17 22:12:20.245000
14289,2642189,13210945.0,2018-04-17 22:12:20.945000
14290,2642349,13211745.0,2018-04-17 22:12:21.745000
14291,2642504,13212520.0,2018-04-17 22:12:22.520000
14292,2642655,13213275.0,2018-04-17 22:12:23.275000
14293,2642812,13214060.0,2018-04-17 22:12:24.060000
14294,2643049,13215245.0,2018-04-17 22:12:25.245000
14295,2643196,13215980.0,2018-04-17 22:12:25.980000
14296,2643352,13216760.0,2018-04-17 22:12:26.760000
14297,2643584,13217920.0,2018-04-17 22:12:27.920000
14298,2643738,13218690.0,2018-04-17 22:12:28.690000
14299,2643898,13219490.0,2018-04-17 22:12:29.490000
14300,2644036,13220180.0,2018-04-17 22:12:30.180000
14301,2644272,13221360.0,2018-04-17 22:12:31.360000
14302,2644429,13222145.0,2018-04-17 22:12:32.145000
14303,2644641,13223205.0,2018-04-17 22:12:33.205000
14304,2644811,13224055.0,2018-04-17 22:12:34.055000
14305,2645108,13225540.0,2018-04-17 22:12:35.540000
14306,2645336,13226680.0,2018-04-17 22:12:36.680000
14307,2645492,13227460.0,2018-04-17 22:12:37.460000
14308,2645651,13228255.0,2018-04-17 22:12:38.255000
14309,2645809,13229045.0,2018-04-17 22:12:39.045000
14310,2645956,13229780.0,2018-04-17 22:12:39.780000
14311,2646112,13230560.0,2018-04-17 22:12:40.560000
14312,2646270,13231350.0,2018-04-17 22:12:41.350000
14313,2646432,13232160.0,2018-04-17 22:12:42.160000
14314,2646589,13232945.0,2018-04-17 22:12:42.945000
14315,2646736,13233680.0,2018-04-17 22:12:43.680000
14316,2646888,13234440.0,2018-04-17 22:12:44.440000
14317,2647041,13235205.0,2018-04-17 22:12:45.205000
14318,2647207,13236035.0,2018-04-17 22:12:46.035000
14319,2647390,13236950.0,2018-04-17 22:12:46.950000
14320,2647557,13237785.0,2018-04-17 22:12:47.785000
14321,2647694,13238470.0,2018-04-17 22:12:48.470000
14322,2647854,13239270.0,2018-04-17 22:12:49.270000
14323,2648056,13240280.0,2018-04-17 22:12:50.280000
14324,2648282,13241410.0,2018-04-17 22:12:51.410000
14325,2648461,13242305.0,2018-04-17 22:12:52.305000
14326,2648759,13243795.0,2018-04-17 22:12:53.795000
14327,2648897,13244485.0,2018-04-17 22:12:54.485000
14328,2649110,13245550.0,2018-04-17 22:12:55.550000
14329,2649338,13246690.0,2018-04-17 22:12:56.690000
14330,2649499,13247495.0,2018-04-17 22:12:57.495000
14331,2649657,13248285.0,2018-04-17 22:12:58.285000
14332,2649817,13249085.0,2018-04-17 22:12:59.085000
14333,2650029,13250145.0,2018-04-17 22:13:00.145000
14334,2650251,13251255.0,2018-04-17 22:13:01.255000
14335,2650418,13252090.0,2018-04-17 22:13:02.090000
14336,2650569,13252845.0,2018-04-17 22:13:02.845000
14337,2650724,13253620.0,2018-04-17 22:13:03.620000
14338,2650879,13254395.0,2018-04-17 22:13:04.395000
14339,2651152,13255760.0,2018-04-17 22:13:05.760000
14340,2651353,13256765.0,2018-04-17 22:13:06.765000
14341,2651495,13257475.0,2018-04-17 22:13:07.475000
14342,2651646,13258230.0,2018-04-17 22:13:08.230000
14343,2651802,13259010.0,2018-04-17 22:13:09.010000
14344,2651972,13259860.0,2018-04-17 22:13:09.860000
14345,2652128,13260640.0,2018-04-17 22:13:10.640000
14346,2652288,13261440.0,2018-04-17 22:13:11.440000
14347,2652440,13262200.0,2018-04-17 22:13:12.200000
14348,2652593,13262965.0,2018-04-17 22:13:12.965000
14349,2652749,13263745.0,2018-04-17 22:13:13.745000
14350,2652904,13264520.0,2018-04-17 22:13:14.520000
14351,2653080,13265400.0,2018-04-17 22:13:15.400000
14352,2653221,13266105.0,2018-04-17 22:13:16.105000
14353,2653436,13267180.0,2018-04-17 22:13:17.180000
14354,2653636,13268180.0,2018-04-17 22:13:18.180000
14355,2653786,13268930.0,2018-04-17 22:13:18.930000
14356,2654062,13270310.0,2018-04-17 22:13:20.310000
14357,2654308,13271540.0,2018-04-17 22:13:21.540000
14358,2654452,13272260.0,2018-04-17 22:13:22.260000
14359,2654611,13273055.0,2018-04-17 22:13:23.055000
14360,2654754,13273770.0,2018-04-17 22:13:23.770000
14361,2654957,13274785.0,2018-04-17 22:13:24.785000
14362,2655145,13275725.0,2018-04-17 22:13:25.725000
14363,2655408,13277040.0,2018-04-17 22:13:27.040000
14364,2655555,13277775.0,2018-04-17 22:13:27.775000
14365,2655795,13278975.0,2018-04-17 22:13:28.975000
14366,2655950,13279750.0,2018-04-17 22:13:29.750000
14367,2656102,13280510.0,2018-04-17 22:13:30.510000
14368,2656255,13281275.0,2018-04-17 22:13:31.275000
14369,2656412,13282060.0,2018-04-17 22:13:32.060000
14370,2656597,13282985.0,2018-04-17 22:13:32.985000
14371,2656803,13284015.0,2018-04-17 22:13:34.015000
14372,2657011,13285055.0,2018-04-17 22:13:35.055000
14373,2657181,13285905.0,2018-04-17 22:13:35.905000
14374,2657392,13286960.0,2018-04-17 22:13:36.960000
14375,2657529,13287645.0,2018-04-17 22:13:37.645000
14376,2657687,13288435.0,2018-04-17 22:13:38.435000
14377,2657841,13289205.0,2018-04-17 22:13:39.205000
14378,2657992,13289960.0,2018-04-17 22:13:39.960000
14379,2658143,13290715.0,2018-04-17 22:13:40.715000
14380,2658298,13291490.0,2018-04-17 22:13:41.490000
14381,2658459,13292295.0,2018-04-17 22:13:42.295000
14382,2658686,13293430.0,2018-04-17 22:13:43.430000
14383,2658845,13294225.0,2018-04-17 22:13:44.225000
14384,2658999,13294995.0,2018-04-17 22:13:44.995000
14385,2659147,13295735.0,2018-04-17 22:13:45.735000
14386,2659300,13296500.0,2018-04-17 22:13:46.500000
14387,2659507,13297535.0,2018-04-17 22:13:47.535000
14388,2659752,13298760.0,2018-04-17 22:13:48.760000
14389,2659909,13299545.0,2018-04-17 22:13:49.545000
14390,2660066,13300330.0,2018-04-17 22:13:50.330000
14391,2660222,13301110.0,2018-04-17 22:13:51.110000
14392,2660377,13301885.0,2018-04-17 22:13:51.885000
14393,2660525,13302625.0,2018-04-17 22:13:52.625000
14394,2660681,13303405.0,2018-04-17 22:13:53.405000
14395,2660836,13304180.0,2018-04-17 22:13:54.180000
14396,2660991,13304955.0,2018-04-17 22:13:54.955000
14397,2661150,13305750.0,2018-04-17 22:13:55.750000
14398,2661305,13306525.0,2018-04-17 22:13:56.525000
14399,2661452,13307260.0,2018-04-17 22:13:57.260000
14400,2661614,13308070.0,2018-04-17 22:13:58.070000
14401,2661800,13309000.0,2018-04-17 22:13:59
14402,2661965,13309825.0,2018-04-17 22:13:59.825000
14403,2662181,13310905.0,2018-04-17 22:14:00.905000
14404,2662336,13311680.0,2018-04-17 22:14:01.680000
14405,2662563,13312815.0,2018-04-17 22:14:02.815000
14406,2662738,13313690.0,2018-04-17 22:14:03.690000
14407,2662877,13314385.0,2018-04-17 22:14:04.385000
14408,2663192,13315960.0,2018-04-17 22:14:05.960000
14409,2663370,13316850.0,2018-04-17 22:14:06.850000
14410,2663629,13318145.0,2018-04-17 22:14:08.145000
14411,2663794,13318970.0,2018-04-17 22:14:08.970000
14412,2664024,13320120.0,2018-04-17 22:14:10.120000
14413,2664225,13321125.0,2018-04-17 22:14:11.125000
14414,2664472,13322360.0,2018-04-17 22:14:12.360000
14415,2664627,13323135.0,2018-04-17 22:14:13.135000
14416,2664786,13323930.0,2018-04-17 22:14:13.930000
14417,2664940,13324700.0,2018-04-17 22:14:14.700000
14418,2665092,13325460.0,2018-04-17 22:14:15.460000
