peak_order,sample_index,milliseconds,timestamp
18029,3305170,16525850.0,2018-04-17 23:07:35.850000
18030,3305336,16526680.0,2018-04-17 23:07:36.680000
18031,3305570,16527850.0,2018-04-17 23:07:37.850000
18032,3305725,16528625.0,2018-04-17 23:07:38.625000
18033,3305898,16529490.0,2018-04-17 23:07:39.490000
18034,3306097,16530485.0,2018-04-17 23:07:40.485000
18035,3306283,16531415.0,2018-04-17 23:07:41.415000
18036,3306417,16532085.0,2018-04-17 23:07:42.085000
18037,3306652,16533260.0,2018-04-17 23:07:43.260000
18038,3306836,16534180.0,2018-04-17 23:07:44.180000
18039,3307047,16535235.0,2018-04-17 23:07:45.235000
18040,3307224,16536120.0,2018-04-17 23:07:46.120000
18041,3307423,16537115.0,2018-04-17 23:07:47.115000
18042,3307588,16537940.0,2018-04-17 23:07:47.940000
18043,3307729,16538645.0,2018-04-17 23:07:48.645000
18044,3307922,16539610.0,2018-04-17 23:07:49.610000
18045,3308081,16540405.0,2018-04-17 23:07:50.405000
18046,3308286,16541430.0,2018-04-17 23:07:51.430000
18047,3308491,16542455.0,2018-04-17 23:07:52.455000
18048,3308724,16543620.0,2018-04-17 23:07:53.620000
18049,3308947,16544735.0,2018-04-17 23:07:54.735000
18050,3309099,16545495.0,2018-04-17 23:07:55.495000
18051,3309276,16546380.0,2018-04-17 23:07:56.380000
18052,3309429,16547145.0,2018-04-17 23:07:57.145000
18053,3309625,16548125.0,2018-04-17 23:07:58.125000
18054,3309799,16548995.0,2018-04-17 23:07:58.995000
18055,3309982,16549910.0,2018-04-17 23:07:59.910000
18056,3310216,16551080.0,2018-04-17 23:08:01.080000
18057,3310385,16551925.0,2018-04-17 23:08:01.925000
18058,3310652,16553260.0,2018-04-17 23:08:03.260000
18059,3310889,16554445.0,2018-04-17 23:08:04.445000
18060,3311060,16555300.0,2018-04-17 23:08:05.300000
18061,3311258,16556290.0,2018-04-17 23:08:06.290000
18062,3311530,16557650.0,2018-04-17 23:08:07.650000
18063,3311790,16558950.0,2018-04-17 23:08:08.950000
18064,3312002,16560010.0,2018-04-17 23:08:10.010000
18065,3312205,16561025.0,2018-04-17 23:08:11.025000
18066,3312351,16561755.0,2018-04-17 23:08:11.755000
18067,3312440,16562200.0,2018-04-17 23:08:12.200000
18068,3312641,16563205.0,2018-04-17 23:08:13.205000
18069,3312857,16564285.0,2018-04-17 23:08:14.285000
18070,3313133,16565665.0,2018-04-17 23:08:15.665000
18071,3313289,16566445.0,2018-04-17 23:08:16.445000
18072,3313479,16567395.0,2018-04-17 23:08:17.395000
18073,3313685,16568425.0,2018-04-17 23:08:18.425000
18074,3313881,16569405.0,2018-04-17 23:08:19.405000
18075,3313969,16569845.0,2018-04-17 23:08:19.845000
18076,3314110,16570550.0,2018-04-17 23:08:20.550000
18077,3314314,16571570.0,2018-04-17 23:08:21.570000
18078,3314557,16572785.0,2018-04-17 23:08:22.785000
18079,3314740,16573700.0,2018-04-17 23:08:23.700000
18080,3314917,16574585.0,2018-04-17 23:08:24.585000
18081,3315085,16575425.0,2018-04-17 23:08:25.425000
18082,3315244,16576220.0,2018-04-17 23:08:26.220000
18083,3315475,16577375.0,2018-04-17 23:08:27.375000
18084,3315697,16578485.0,2018-04-17 23:08:28.485000
18085,3315861,16579305.0,2018-04-17 23:08:29.305000
18086,3316064,16580320.0,2018-04-17 23:08:30.320000
18087,3316264,16581320.0,2018-04-17 23:08:31.320000
18088,3316449,16582245.0,2018-04-17 23:08:32.245000
18089,3316681,16583405.0,2018-04-17 23:08:33.405000
18090,3316820,16584100.0,2018-04-17 23:08:34.100000
18091,3316984,16584920.0,2018-04-17 23:08:34.920000
18092,3317149,16585745.0,2018-04-17 23:08:35.745000
18093,3317318,16586590.0,2018-04-17 23:08:36.590000
18094,3317491,16587455.0,2018-04-17 23:08:37.455000
18095,3317689,16588445.0,2018-04-17 23:08:38.445000
18096,3317853,16589265.0,2018-04-17 23:08:39.265000
18097,3317999,16589995.0,2018-04-17 23:08:39.995000
18098,3318149,16590745.0,2018-04-17 23:08:40.745000
18099,3318292,16591460.0,2018-04-17 23:08:41.460000
18100,3318450,16592250.0,2018-04-17 23:08:42.250000
18101,3318604,16593020.0,2018-04-17 23:08:43.020000
18102,3318754,16593770.0,2018-04-17 23:08:43.770000
18103,3318965,16594825.0,2018-04-17 23:08:44.825000
18104,3319171,16595855.0,2018-04-17 23:08:45.855000
18105,3319375,16596875.0,2018-04-17 23:08:46.875000
18106,3319611,16598055.0,2018-04-17 23:08:48.055000
18107,3319811,16599055.0,2018-04-17 23:08:49.055000
18108,3319991,16599955.0,2018-04-17 23:08:49.955000
18109,3320163,16600815.0,2018-04-17 23:08:50.815000
18110,3320329,16601645.0,2018-04-17 23:08:51.645000
18111,3320488,16602440.0,2018-04-17 23:08:52.440000
18112,3320628,16603140.0,2018-04-17 23:08:53.140000
18113,3320782,16603910.0,2018-04-17 23:08:53.910000
18114,3320931,16604655.0,2018-04-17 23:08:54.655000
18115,3321086,16605430.0,2018-04-17 23:08:55.430000
18116,3321235,16606175.0,2018-04-17 23:08:56.175000
18117,3321419,16607095.0,2018-04-17 23:08:57.095000
18118,3321637,16608185.0,2018-04-17 23:08:58.185000
18119,3321823,16609115.0,2018-04-17 23:08:59.115000
18120,3322071,16610355.0,2018-04-17 23:09:00.355000
18121,3322226,16611130.0,2018-04-17 23:09:01.130000
18122,3322371,16611855.0,2018-04-17 23:09:01.855000
18123,3322594,16612970.0,2018-04-17 23:09:02.970000
18124,3322807,16614035.0,2018-04-17 23:09:04.035000
18125,3323010,16615050.0,2018-04-17 23:09:05.050000
18126,3323245,16616225.0,2018-04-17 23:09:06.225000
18127,3323419,16617095.0,2018-04-17 23:09:07.095000
18128,3323671,16618355.0,2018-04-17 23:09:08.355000
18129,3323868,16619340.0,2018-04-17 23:09:09.340000
18130,3324025,16620125.0,2018-04-17 23:09:10.125000
18131,3324214,16621070.0,2018-04-17 23:09:11.070000
18132,3324400,16622000.0,2018-04-17 23:09:12
18133,3324531,16622655.0,2018-04-17 23:09:12.655000
18134,3324752,16623760.0,2018-04-17 23:09:13.760000
18135,3324921,16624605.0,2018-04-17 23:09:14.605000
18136,3325139,16625695.0,2018-04-17 23:09:15.695000
18137,3325300,16626500.0,2018-04-17 23:09:16.500000
18138,3325436,16627180.0,2018-04-17 23:09:17.180000
18139,3325651,16628255.0,2018-04-17 23:09:18.255000
18140,3325861,16629305.0,2018-04-17 23:09:19.305000
18141,3326069,16630345.0,2018-04-17 23:09:20.345000
18142,3326221,16631105.0,2018-04-17 23:09:21.105000
18143,3326472,16632360.0,2018-04-17 23:09:22.360000
18144,3326621,16633105.0,2018-04-17 23:09:23.105000
18145,3326843,16634215.0,2018-04-17 23:09:24.215000
18146,3327000,16635000.0,2018-04-17 23:09:25
18147,3327139,16635695.0,2018-04-17 23:09:25.695000
18148,3327386,16636930.0,2018-04-17 23:09:26.930000
18149,3327527,16637635.0,2018-04-17 23:09:27.635000
18150,3327732,16638660.0,2018-04-17 23:09:28.660000
18151,3327873,16639365.0,2018-04-17 23:09:29.365000
18152,3328020,16640100.0,2018-04-17 23:09:30.100000
18153,3328163,16640815.0,2018-04-17 23:09:30.815000
18154,3328346,16641730.0,2018-04-17 23:09:31.730000
18155,3328456,16642280.0,2018-04-17 23:09:32.280000
18156,3328554,16642770.0,2018-04-17 23:09:32.770000
18157,3328723,16643615.0,2018-04-17 23:09:33.615000
18158,3328948,16644740.0,2018-04-17 23:09:34.740000
18159,3329112,16645560.0,2018-04-17 23:09:35.560000
18160,3329350,16646750.0,2018-04-17 23:09:36.750000
18161,3329537,16647685.0,2018-04-17 23:09:37.685000
18162,3329762,16648810.0,2018-04-17 23:09:38.810000
18163,3329940,16649700.0,2018-04-17 23:09:39.700000
18164,3330109,16650545.0,2018-04-17 23:09:40.545000
18165,3330304,16651520.0,2018-04-17 23:09:41.520000
18166,3330516,16652580.0,2018-04-17 23:09:42.580000
18167,3330700,16653500.0,2018-04-17 23:09:43.500000
18168,3330877,16654385.0,2018-04-17 23:09:44.385000
18169,3331085,16655425.0,2018-04-17 23:09:45.425000
18170,3331254,16656270.0,2018-04-17 23:09:46.270000
18171,3331423,16657115.0,2018-04-17 23:09:47.115000
18172,3331558,16657790.0,2018-04-17 23:09:47.790000
18173,3331700,16658500.0,2018-04-17 23:09:48.500000
18174,3331913,16659565.0,2018-04-17 23:09:49.565000
18175,3332112,16660560.0,2018-04-17 23:09:50.560000
18176,3332311,16661555.0,2018-04-17 23:09:51.555000
18177,3332463,16662315.0,2018-04-17 23:09:52.315000
18178,3332601,16663005.0,2018-04-17 23:09:53.005000
18179,3332839,16664195.0,2018-04-17 23:09:54.195000
18180,3333087,16665435.0,2018-04-17 23:09:55.435000
18181,3333306,16666530.0,2018-04-17 23:09:56.530000
18182,3333491,16667455.0,2018-04-17 23:09:57.455000
18183,3333671,16668355.0,2018-04-17 23:09:58.355000
18184,3333868,16669340.0,2018-04-17 23:09:59.340000
18185,3334044,16670220.0,2018-04-17 23:10:00.220000
18186,3334238,16671190.0,2018-04-17 23:10:01.190000
18187,3334399,16671995.0,2018-04-17 23:10:01.995000
18188,3334541,16672705.0,2018-04-17 23:10:02.705000
18189,3334707,16673535.0,2018-04-17 23:10:03.535000
18190,3334924,16674620.0,2018-04-17 23:10:04.620000
18191,3335149,16675745.0,2018-04-17 23:10:05.745000
18192,3335317,16676585.0,2018-04-17 23:10:06.585000
18193,3335477,16677385.0,2018-04-17 23:10:07.385000
18194,3335639,16678195.0,2018-04-17 23:10:08.195000
18195,3335812,16679060.0,2018-04-17 23:10:09.060000
18196,3335982,16679910.0,2018-04-17 23:10:09.910000
18197,3336161,16680805.0,2018-04-17 23:10:10.805000
18198,3336343,16681715.0,2018-04-17 23:10:11.715000
18199,3336514,16682570.0,2018-04-17 23:10:12.570000
18200,3336725,16683625.0,2018-04-17 23:10:13.625000
18201,3336866,16684330.0,2018-04-17 23:10:14.330000
18202,3337071,16685355.0,2018-04-17 23:10:15.355000
18203,3337311,16686555.0,2018-04-17 23:10:16.555000
18204,3337530,16687650.0,2018-04-17 23:10:17.650000
18205,3337678,16688390.0,2018-04-17 23:10:18.390000
18206,3337819,16689095.0,2018-04-17 23:10:19.095000
18207,3337989,16689945.0,2018-04-17 23:10:19.945000
18208,3338154,16690770.0,2018-04-17 23:10:20.770000
18209,3338382,16691910.0,2018-04-17 23:10:21.910000
18210,3338566,16692830.0,2018-04-17 23:10:22.830000
18211,3338802,16694010.0,2018-04-17 23:10:24.010000
18212,3338988,16694940.0,2018-04-17 23:10:24.940000
18213,3339126,16695630.0,2018-04-17 23:10:25.630000
18214,3339348,16696740.0,2018-04-17 23:10:26.740000
18215,3339552,16697760.0,2018-04-17 23:10:27.760000
18216,3339763,16698815.0,2018-04-17 23:10:28.815000
18217,3339997,16699985.0,2018-04-17 23:10:29.985000
18218,3340208,16701040.0,2018-04-17 23:10:31.040000
18219,3340379,16701895.0,2018-04-17 23:10:31.895000
18220,3340520,16702600.0,2018-04-17 23:10:32.600000
18221,3340720,16703600.0,2018-04-17 23:10:33.600000
18222,3340908,16704540.0,2018-04-17 23:10:34.540000
18223,3341044,16705220.0,2018-04-17 23:10:35.220000
18224,3341328,16706640.0,2018-04-17 23:10:36.640000
18225,3341501,16707505.0,2018-04-17 23:10:37.505000
18226,3341731,16708655.0,2018-04-17 23:10:38.655000
18227,3341866,16709330.0,2018-04-17 23:10:39.330000
18228,3342032,16710160.0,2018-04-17 23:10:40.160000
18229,3342237,16711185.0,2018-04-17 23:10:41.185000
18230,3342421,16712105.0,2018-04-17 23:10:42.105000
18231,3342588,16712940.0,2018-04-17 23:10:42.940000
18232,3342739,16713695.0,2018-04-17 23:10:43.695000
18233,3342978,16714890.0,2018-04-17 23:10:44.890000
18234,3343164,16715820.0,2018-04-17 23:10:45.820000
18235,3343346,16716730.0,2018-04-17 23:10:46.730000
18236,3343518,16717590.0,2018-04-17 23:10:47.590000
18237,3343773,16718865.0,2018-04-17 23:10:48.865000
18238,3344027,16720135.0,2018-04-17 23:10:50.135000
18239,3344179,16720895.0,2018-04-17 23:10:50.895000
18240,3344430,16722150.0,2018-04-17 23:10:52.150000
18241,3344662,16723310.0,2018-04-17 23:10:53.310000
18242,3344808,16724040.0,2018-04-17 23:10:54.040000
18243,3344956,16724780.0,2018-04-17 23:10:54.780000
18244,3345192,16725960.0,2018-04-17 23:10:55.960000
18245,3345427,16727135.0,2018-04-17 23:10:57.135000
18246,3345631,16728155.0,2018-04-17 23:10:58.155000
18247,3345822,16729110.0,2018-04-17 23:10:59.110000
18248,3345988,16729940.0,2018-04-17 23:10:59.940000
18249,3346157,16730785.0,2018-04-17 23:11:00.785000
18250,3346402,16732010.0,2018-04-17 23:11:02.010000
18251,3346584,16732920.0,2018-04-17 23:11:02.920000
18252,3346728,16733640.0,2018-04-17 23:11:03.640000
18253,3346892,16734460.0,2018-04-17 23:11:04.460000
18254,3347030,16735150.0,2018-04-17 23:11:05.150000
18255,3347184,16735920.0,2018-04-17 23:11:05.920000
18256,3347415,16737075.0,2018-04-17 23:11:07.075000
18257,3347636,16738180.0,2018-04-17 23:11:08.180000
18258,3347818,16739090.0,2018-04-17 23:11:09.090000
18259,3347998,16739990.0,2018-04-17 23:11:09.990000
18260,3348138,16740690.0,2018-04-17 23:11:10.690000
18261,3348314,16741570.0,2018-04-17 23:11:11.570000
18262,3348504,16742520.0,2018-04-17 23:11:12.520000
18263,3348719,16743595.0,2018-04-17 23:11:13.595000
18264,3348912,16744560.0,2018-04-17 23:11:14.560000
18265,3349059,16745295.0,2018-04-17 23:11:15.295000
18266,3349220,16746100.0,2018-04-17 23:11:16.100000
18267,3349442,16747210.0,2018-04-17 23:11:17.210000
18268,3349718,16748590.0,2018-04-17 23:11:18.590000
18269,3349857,16749285.0,2018-04-17 23:11:19.285000
18270,3350066,16750330.0,2018-04-17 23:11:20.330000
18271,3350268,16751340.0,2018-04-17 23:11:21.340000
18272,3350462,16752310.0,2018-04-17 23:11:22.310000
18273,3350612,16753060.0,2018-04-17 23:11:23.060000
18274,3350767,16753835.0,2018-04-17 23:11:23.835000
18275,3350927,16754635.0,2018-04-17 23:11:24.635000
18276,3351149,16755745.0,2018-04-17 23:11:25.745000
18277,3351354,16756770.0,2018-04-17 23:11:26.770000
18278,3351586,16757930.0,2018-04-17 23:11:27.930000
18279,3351813,16759065.0,2018-04-17 23:11:29.065000
18280,3352013,16760065.0,2018-04-17 23:11:30.065000
18281,3352204,16761020.0,2018-04-17 23:11:31.020000
18282,3352400,16762000.0,2018-04-17 23:11:32
18283,3352555,16762775.0,2018-04-17 23:11:32.775000
18284,3352706,16763530.0,2018-04-17 23:11:33.530000
18285,3352865,16764325.0,2018-04-17 23:11:34.325000
18286,3353021,16765105.0,2018-04-17 23:11:35.105000
18287,3353166,16765830.0,2018-04-17 23:11:35.830000
18288,3353431,16767155.0,2018-04-17 23:11:37.155000
18289,3353565,16767825.0,2018-04-17 23:11:37.825000
18290,3353723,16768615.0,2018-04-17 23:11:38.615000
18291,3353866,16769330.0,2018-04-17 23:11:39.330000
18292,3354071,16770355.0,2018-04-17 23:11:40.355000
18293,3354269,16771345.0,2018-04-17 23:11:41.345000
18294,3354422,16772110.0,2018-04-17 23:11:42.110000
18295,3354584,16772920.0,2018-04-17 23:11:42.920000
18296,3354765,16773825.0,2018-04-17 23:11:43.825000
18297,3354901,16774505.0,2018-04-17 23:11:44.505000
18298,3355096,16775480.0,2018-04-17 23:11:45.480000
18299,3355239,16776195.0,2018-04-17 23:11:46.195000
18300,3355463,16777315.0,2018-04-17 23:11:47.315000
18301,3355702,16778510.0,2018-04-17 23:11:48.510000
18302,3355966,16779830.0,2018-04-17 23:11:49.830000
18303,3356109,16780545.0,2018-04-17 23:11:50.545000
18304,3356321,16781605.0,2018-04-17 23:11:51.605000
18305,3356483,16782415.0,2018-04-17 23:11:52.415000
18306,3356651,16783255.0,2018-04-17 23:11:53.255000
18307,3356901,16784505.0,2018-04-17 23:11:54.505000
18308,3357059,16785295.0,2018-04-17 23:11:55.295000
18309,3357215,16786075.0,2018-04-17 23:11:56.075000
18310,3357465,16787325.0,2018-04-17 23:11:57.325000
18311,3357672,16788360.0,2018-04-17 23:11:58.360000
18312,3357910,16789550.0,2018-04-17 23:11:59.550000
18313,3358126,16790630.0,2018-04-17 23:12:00.630000
18314,3358355,16791775.0,2018-04-17 23:12:01.775000
18315,3358617,16793085.0,2018-04-17 23:12:03.085000
18316,3358832,16794160.0,2018-04-17 23:12:04.160000
18317,3359006,16795030.0,2018-04-17 23:12:05.030000
18318,3359159,16795795.0,2018-04-17 23:12:05.795000
18319,3359318,16796590.0,2018-04-17 23:12:06.590000
18320,3359463,16797315.0,2018-04-17 23:12:07.315000
18321,3359653,16798265.0,2018-04-17 23:12:08.265000
18322,3359881,16799405.0,2018-04-17 23:12:09.405000
18323,3360018,16800090.0,2018-04-17 23:12:10.090000
18324,3360160,16800800.0,2018-04-17 23:12:10.800000
18325,3360396,16801980.0,2018-04-17 23:12:11.980000
18326,3360544,16802720.0,2018-04-17 23:12:12.720000
18327,3360778,16803890.0,2018-04-17 23:12:13.890000
18328,3360962,16804810.0,2018-04-17 23:12:14.810000
18329,3361200,16806000.0,2018-04-17 23:12:16
18330,3361443,16807215.0,2018-04-17 23:12:17.215000
18331,3361639,16808195.0,2018-04-17 23:12:18.195000
18332,3361799,16808995.0,2018-04-17 23:12:18.995000
18333,3361971,16809855.0,2018-04-17 23:12:19.855000
18334,3362186,16810930.0,2018-04-17 23:12:20.930000
18335,3362382,16811910.0,2018-04-17 23:12:21.910000
18336,3362565,16812825.0,2018-04-17 23:12:22.825000
18337,3362723,16813615.0,2018-04-17 23:12:23.615000
18338,3362858,16814290.0,2018-04-17 23:12:24.290000
18339,3363036,16815180.0,2018-04-17 23:12:25.180000
18340,3363242,16816210.0,2018-04-17 23:12:26.210000
18341,3363444,16817220.0,2018-04-17 23:12:27.220000
18342,3363608,16818040.0,2018-04-17 23:12:28.040000
18343,3363758,16818790.0,2018-04-17 23:12:28.790000
18344,3363898,16819490.0,2018-04-17 23:12:29.490000
18345,3364041,16820205.0,2018-04-17 23:12:30.205000
18346,3364247,16821235.0,2018-04-17 23:12:31.235000
18347,3364410,16822050.0,2018-04-17 23:12:32.050000
18348,3364629,16823145.0,2018-04-17 23:12:33.145000
18349,3364828,16824140.0,2018-04-17 23:12:34.140000
18350,3364998,16824990.0,2018-04-17 23:12:34.990000
18351,3365137,16825685.0,2018-04-17 23:12:35.685000
18352,3365303,16826515.0,2018-04-17 23:12:36.515000
18353,3365541,16827705.0,2018-04-17 23:12:37.705000
18354,3365676,16828380.0,2018-04-17 23:12:38.380000
18355,3365825,16829125.0,2018-04-17 23:12:39.125000
18356,3366041,16830205.0,2018-04-17 23:12:40.205000
18357,3366272,16831360.0,2018-04-17 23:12:41.360000
18358,3366414,16832070.0,2018-04-17 23:12:42.070000
18359,3366624,16833120.0,2018-04-17 23:12:43.120000
18360,3366780,16833900.0,2018-04-17 23:12:43.900000
18361,3366933,16834665.0,2018-04-17 23:12:44.665000
18362,3367098,16835490.0,2018-04-17 23:12:45.490000
18363,3367252,16836260.0,2018-04-17 23:12:46.260000
18364,3367420,16837100.0,2018-04-17 23:12:47.100000
18365,3367577,16837885.0,2018-04-17 23:12:47.885000
18366,3367716,16838580.0,2018-04-17 23:12:48.580000
18367,3367952,16839760.0,2018-04-17 23:12:49.760000
18368,3368216,16841080.0,2018-04-17 23:12:51.080000
18369,3368413,16842065.0,2018-04-17 23:12:52.065000
18370,3368618,16843090.0,2018-04-17 23:12:53.090000
18371,3368824,16844120.0,2018-04-17 23:12:54.120000
18372,3369018,16845090.0,2018-04-17 23:12:55.090000
18373,3369215,16846075.0,2018-04-17 23:12:56.075000
18374,3369427,16847135.0,2018-04-17 23:12:57.135000
18375,3369576,16847880.0,2018-04-17 23:12:57.880000
18376,3369726,16848630.0,2018-04-17 23:12:58.630000
18377,3369881,16849405.0,2018-04-17 23:12:59.405000
18378,3370027,16850135.0,2018-04-17 23:13:00.135000
18379,3370184,16850920.0,2018-04-17 23:13:00.920000
18380,3370349,16851745.0,2018-04-17 23:13:01.745000
18381,3370499,16852495.0,2018-04-17 23:13:02.495000
18382,3370680,16853400.0,2018-04-17 23:13:03.400000
18383,3370836,16854180.0,2018-04-17 23:13:04.180000
18384,3371006,16855030.0,2018-04-17 23:13:05.030000
18385,3371144,16855720.0,2018-04-17 23:13:05.720000
18386,3371384,16856920.0,2018-04-17 23:13:06.920000
18387,3371535,16857675.0,2018-04-17 23:13:07.675000
18388,3371709,16858545.0,2018-04-17 23:13:08.545000
18389,3371850,16859250.0,2018-04-17 23:13:09.250000
18390,3372028,16860140.0,2018-04-17 23:13:10.140000
18391,3372255,16861275.0,2018-04-17 23:13:11.275000
18392,3372483,16862415.0,2018-04-17 23:13:12.415000
18393,3372653,16863265.0,2018-04-17 23:13:13.265000
18394,3372902,16864510.0,2018-04-17 23:13:14.510000
18395,3373067,16865335.0,2018-04-17 23:13:15.335000
18396,3373304,16866520.0,2018-04-17 23:13:16.520000
18397,3373555,16867775.0,2018-04-17 23:13:17.775000
18398,3373703,16868515.0,2018-04-17 23:13:18.515000
18399,3373863,16869315.0,2018-04-17 23:13:19.315000
18400,3374087,16870435.0,2018-04-17 23:13:20.435000
18401,3374359,16871795.0,2018-04-17 23:13:21.795000
18402,3374547,16872735.0,2018-04-17 23:13:22.735000
18403,3374752,16873760.0,2018-04-17 23:13:23.760000
18404,3374967,16874835.0,2018-04-17 23:13:24.835000
18405,3375171,16875855.0,2018-04-17 23:13:25.855000
18406,3375456,16877280.0,2018-04-17 23:13:27.280000
18407,3375663,16878315.0,2018-04-17 23:13:28.315000
18408,3375867,16879335.0,2018-04-17 23:13:29.335000
18409,3376005,16880025.0,2018-04-17 23:13:30.025000
18410,3376180,16880900.0,2018-04-17 23:13:30.900000
18411,3376400,16882000.0,2018-04-17 23:13:32
18412,3376550,16882750.0,2018-04-17 23:13:32.750000
18413,3376786,16883930.0,2018-04-17 23:13:33.930000
18414,3377006,16885030.0,2018-04-17 23:13:35.030000
18415,3377187,16885935.0,2018-04-17 23:13:35.935000
18416,3377390,16886950.0,2018-04-17 23:13:36.950000
18417,3377522,16887610.0,2018-04-17 23:13:37.610000
18418,3377669,16888345.0,2018-04-17 23:13:38.345000
18419,3377869,16889345.0,2018-04-17 23:13:39.345000
18420,3378058,16890290.0,2018-04-17 23:13:40.290000
18421,3378235,16891175.0,2018-04-17 23:13:41.175000
18422,3378376,16891880.0,2018-04-17 23:13:41.880000
18423,3378517,16892585.0,2018-04-17 23:13:42.585000
18424,3378672,16893360.0,2018-04-17 23:13:43.360000
18425,3378997,16894985.0,2018-04-17 23:13:44.985000
18426,3379165,16895825.0,2018-04-17 23:13:45.825000
18427,3379322,16896610.0,2018-04-17 23:13:46.610000
18428,3379479,16897395.0,2018-04-17 23:13:47.395000
18429,3379652,16898260.0,2018-04-17 23:13:48.260000
18430,3379812,16899060.0,2018-04-17 23:13:49.060000
18431,3380005,16900025.0,2018-04-17 23:13:50.025000
18432,3380196,16900980.0,2018-04-17 23:13:50.980000
18433,3380390,16901950.0,2018-04-17 23:13:51.950000
18434,3380559,16902795.0,2018-04-17 23:13:52.795000
18435,3380726,16903630.0,2018-04-17 23:13:53.630000
18436,3380880,16904400.0,2018-04-17 23:13:54.400000
18437,3381036,16905180.0,2018-04-17 23:13:55.180000
18438,3381185,16905925.0,2018-04-17 23:13:55.925000
18439,3381348,16906740.0,2018-04-17 23:13:56.740000
18440,3381541,16907705.0,2018-04-17 23:13:57.705000
18441,3381728,16908640.0,2018-04-17 23:13:58.640000
18442,3381899,16909495.0,2018-04-17 23:13:59.495000
18443,3382055,16910275.0,2018-04-17 23:14:00.275000
18444,3382192,16910960.0,2018-04-17 23:14:00.960000
18445,3382430,16912150.0,2018-04-17 23:14:02.150000
18446,3382601,16913005.0,2018-04-17 23:14:03.005000
18447,3382810,16914050.0,2018-04-17 23:14:04.050000
18448,3382972,16914860.0,2018-04-17 23:14:04.860000
18449,3383177,16915885.0,2018-04-17 23:14:05.885000
18450,3383375,16916875.0,2018-04-17 23:14:06.875000
18451,3383565,16917825.0,2018-04-17 23:14:07.825000
18452,3383788,16918940.0,2018-04-17 23:14:08.940000
18453,3384014,16920070.0,2018-04-17 23:14:10.070000
18454,3384168,16920840.0,2018-04-17 23:14:10.840000
18455,3384376,16921880.0,2018-04-17 23:14:11.880000
18456,3384560,16922800.0,2018-04-17 23:14:12.800000
18457,3384712,16923560.0,2018-04-17 23:14:13.560000
18458,3384905,16924525.0,2018-04-17 23:14:14.525000
18459,3385048,16925240.0,2018-04-17 23:14:15.240000
18460,3385267,16926335.0,2018-04-17 23:14:16.335000
18461,3385471,16927355.0,2018-04-17 23:14:17.355000
18462,3385619,16928095.0,2018-04-17 23:14:18.095000
18463,3385771,16928855.0,2018-04-17 23:14:18.855000
18464,3385981,16929905.0,2018-04-17 23:14:19.905000
18465,3386190,16930950.0,2018-04-17 23:14:20.950000
18466,3386364,16931820.0,2018-04-17 23:14:21.820000
18467,3386580,16932900.0,2018-04-17 23:14:22.900000
18468,3386827,16934135.0,2018-04-17 23:14:24.135000
18469,3387066,16935330.0,2018-04-17 23:14:25.330000
18470,3387304,16936520.0,2018-04-17 23:14:26.520000
18471,3387528,16937640.0,2018-04-17 23:14:27.640000
18472,3387714,16938570.0,2018-04-17 23:14:28.570000
18473,3387876,16939380.0,2018-04-17 23:14:29.380000
18474,3388117,16940585.0,2018-04-17 23:14:30.585000
18475,3388295,16941475.0,2018-04-17 23:14:31.475000
18476,3388444,16942220.0,2018-04-17 23:14:32.220000
18477,3388695,16943475.0,2018-04-17 23:14:33.475000
18478,3388918,16944590.0,2018-04-17 23:14:34.590000
18479,3389056,16945280.0,2018-04-17 23:14:35.280000
18480,3389226,16946130.0,2018-04-17 23:14:36.130000
18481,3389430,16947150.0,2018-04-17 23:14:37.150000
18482,3389563,16947815.0,2018-04-17 23:14:37.815000
18483,3389745,16948725.0,2018-04-17 23:14:38.725000
18484,3389905,16949525.0,2018-04-17 23:14:39.525000
18485,3390058,16950290.0,2018-04-17 23:14:40.290000
18486,3390232,16951160.0,2018-04-17 23:14:41.160000
18487,3390421,16952105.0,2018-04-17 23:14:42.105000
18488,3390643,16953215.0,2018-04-17 23:14:43.215000
18489,3390855,16954275.0,2018-04-17 23:14:44.275000
18490,3390999,16954995.0,2018-04-17 23:14:44.995000
18491,3391153,16955765.0,2018-04-17 23:14:45.765000
18492,3391375,16956875.0,2018-04-17 23:14:46.875000
18493,3391543,16957715.0,2018-04-17 23:14:47.715000
18494,3391766,16958830.0,2018-04-17 23:14:48.830000
18495,3391962,16959810.0,2018-04-17 23:14:49.810000
18496,3392141,16960705.0,2018-04-17 23:14:50.705000
18497,3392320,16961600.0,2018-04-17 23:14:51.600000
18498,3392480,16962400.0,2018-04-17 23:14:52.400000
18499,3392634,16963170.0,2018-04-17 23:14:53.170000
18500,3392797,16963985.0,2018-04-17 23:14:53.985000
18501,3392961,16964805.0,2018-04-17 23:14:54.805000
18502,3393104,16965520.0,2018-04-17 23:14:55.520000
18503,3393308,16966540.0,2018-04-17 23:14:56.540000
18504,3393537,16967685.0,2018-04-17 23:14:57.685000
18505,3393730,16968650.0,2018-04-17 23:14:58.650000
18506,3393940,16969700.0,2018-04-17 23:14:59.700000
18507,3394136,16970680.0,2018-04-17 23:15:00.680000
18508,3394271,16971355.0,2018-04-17 23:15:01.355000
18509,3394476,16972380.0,2018-04-17 23:15:02.380000
18510,3394617,16973085.0,2018-04-17 23:15:03.085000
